codigo_antiguo;codigo_nuevo;codigo_madre;codigo_madre2;codigo_region;region;seremi;perteneciente;TipoEstablecimiento;dependencia;nivel;nombre;codigo_comuna;nombre_comuna;Fecha Vigencia (Desde);codigo_ss_region
03-224;103224;;;2;De Antofagasta;SEREMI De Antofagasta;No Perteneciente;Clínica;Privado;No Aplica;Clínica Cumbres del Norte S.A.;02101;Antofagasta;01-01-2009;2
03-226;103226;;;2;De Antofagasta;SEREMI De Antofagasta;No Perteneciente;Centro Médico y Dental;Privado;No Aplica;Centro Médico y Dental Megasalud Calama;02201;Calama;01-01-2009;2
03-235;103235;;;2;De Antofagasta;SEREMI De Antofagasta;No Perteneciente;Centro Médico y Dental;Privado;No Aplica;Centro Médico y Dental Megasalud Antofagasta;02101;Antofagasta;01-01-2009;2
03-241;103241;;;2;De Antofagasta;SEREMI De Antofagasta;No Perteneciente;Centro de Salud;Privado;No Aplica;Centro de Salud Mutual CChC Antofagasta;02101;Antofagasta;01-01-2009;2
03-244;103244;;;2;De Antofagasta;SEREMI De Antofagasta;No Perteneciente;Centro de Salud;Privado;No Aplica;Policlínico del Trabajador AChS Antofagasta;02101;Antofagasta;01-01-2009;2
03-245;103245;;;2;De Antofagasta;SEREMI De Antofagasta;No Perteneciente;Centro de Salud;Privado;No Aplica;Centro Médico Norte;02101;Antofagasta;01-01-2009;2
03-246;103246;;;2;De Antofagasta;SEREMI De Antofagasta;No Perteneciente;Centro de Salud;Privado;No Aplica;Consultorio Bautista;02101;Antofagasta;01-01-2009;2
03-247;103247;;;2;De Antofagasta;SEREMI De Antofagasta;No Perteneciente;Laboratorio Clínico o Dental;Privado;No Aplica;Laboratorio Clínico Ehrlich;02101;Antofagasta;01-01-2009;2
03-248;103248;;;2;De Antofagasta;SEREMI De Antofagasta;No Perteneciente;Centro de Salud;Privado;No Aplica;Policlínico Mantos Blancos;02101;Antofagasta;01-01-2009;2
03-249;103249;;;2;De Antofagasta;SEREMI De Antofagasta;No Perteneciente;Centro de Salud;Privado;No Aplica;Centro de Salud Victoria Saravia Crespo;02201;Calama;01-01-2009;2
03-250;103250;;;2;De Antofagasta;SEREMI De Antofagasta;No Perteneciente;Centro de Salud;Privado;No Aplica;Centro de Salud Aidoret Caro;02201;Calama;01-01-2009;2
03-251;103251;;;2;De Antofagasta;SEREMI De Antofagasta;No Perteneciente;Centro de Salud;Privado;No Aplica;Centro de Salud Clinisan;02101;Antofagasta;01-01-2009;2
03-252;103252;;;2;De Antofagasta;SEREMI De Antofagasta;No Perteneciente;Centro de Salud;Privado;No Aplica;Centro de Salud Sanymed;02101;Antofagasta;01-01-2009;2
03-254;103254;;;2;De Antofagasta;SEREMI De Antofagasta;No Perteneciente;Centro de Diálisis;Privado;No Aplica;Sociedad Diálisis Nordial Ltda.;02101;Antofagasta;01-01-2009;2
03-255;103255;;;2;De Antofagasta;SEREMI De Antofagasta;No Perteneciente;Centro Médico y Dental;Público No perteneciente al SNSS;No Aplica;Centro Médico y Dental Carabineros Zona Antofagasta;02101;Antofagasta;01-01-2009;2
03-256;103256;;;2;De Antofagasta;SEREMI De Antofagasta;No Perteneciente;Centro de Salud;Público No perteneciente al SNSS;No Aplica;Consultorio Prefectura de El Loa;02201;Calama;01-01-2009;2
03-257;103257;;;2;De Antofagasta;SEREMI De Antofagasta;No Perteneciente;Centro de Salud;Privado;No Aplica;Policlínico Instituto de Seguridad del Trabajo de Antofagasta;02101;Antofagasta;01-01-2009;2
03-258;103258;;;2;De Antofagasta;SEREMI De Antofagasta;No Perteneciente;Laboratorio Clínico o Dental;Privado;No Aplica;Laboratorio Diagnos;02201;Calama;01-01-2009;2
03-259;103259;;;2;De Antofagasta;SEREMI De Antofagasta;No Perteneciente;Laboratorio Clínico o Dental;Privado;No Aplica;Laboratorio High Clinic;02201;Calama;01-01-2009;2
03-260;103260;;;2;De Antofagasta;SEREMI De Antofagasta;No Perteneciente;Laboratorio Clínico o Dental;Privado;No Aplica;Laboratorio Tecmed Ltda.;02201;Calama;01-01-2009;2
03-261;103261;;;2;De Antofagasta;SEREMI De Antofagasta;No Perteneciente;Laboratorio Clínico o Dental;Privado;No Aplica;Laboratorio Histonor;02101;Antofagasta;01-01-2009;2
03-262;103262;;;2;De Antofagasta;SEREMI De Antofagasta;No Perteneciente;Laboratorio Clínico o Dental;Privado;No Aplica;Laboratorio Diagnolab (Antofagasta);02101;Antofagasta;01-01-2009;2
03-263;103263;;;2;De Antofagasta;SEREMI De Antofagasta;No Perteneciente;Laboratorio Clínico o Dental;Privado;No Aplica;Laboratorio Luis Pasteur;02101;Antofagasta;01-01-2009;2
03-264;103264;;;2;De Antofagasta;SEREMI De Antofagasta;No Perteneciente;Laboratorio Clínico o Dental;Privado;No Aplica;Laboratorio Clínico Bionet S.A. - Antofagasta;02101;Antofagasta;01-01-2009;2
03-265;103265;;;2;De Antofagasta;SEREMI De Antofagasta;No Perteneciente;Laboratorio Clínico o Dental;Privado;No Aplica;Laboratorio Clinilab (Antofagasta);02101;Antofagasta;01-01-2009;2
03-266;103266;;;2;De Antofagasta;SEREMI De Antofagasta;No Perteneciente;Laboratorio Clínico o Dental;Privado;No Aplica;Laboratorio Clínico Blanco;02101;Antofagasta;01-01-2009;2
03-267;103267;;;2;De Antofagasta;SEREMI De Antofagasta;No Perteneciente;Laboratorio Clínico o Dental;Privado;No Aplica;Laboratorio Radiolab;02101;Antofagasta;01-01-2009;2
03-268;103268;;;2;De Antofagasta;SEREMI De Antofagasta;No Perteneciente;Centro de Salud;Privado;No Aplica;Doctor Lab. Ltda.;02101;Antofagasta;01-01-2009;2
03-269;103269;;;2;De Antofagasta;SEREMI De Antofagasta;No Perteneciente;Centro de Diálisis;Privado;No Aplica;Centro de Diálisis Calama;02201;Calama;01-01-2009;2
03-270;103270;;;2;De Antofagasta;SEREMI De Antofagasta;No Perteneciente;Centro de Diálisis;Privado;No Aplica;Clínica de Diálisis TECDIAL Ltda.;02101;Antofagasta;01-01-2009;2
03-271;103271;;;2;De Antofagasta;SEREMI De Antofagasta;No Perteneciente;Laboratorio Clínico o Dental;Privado;No Aplica;Laboratorio Clínico Labclin;02101;Antofagasta;01-01-2009;2
03-272;103272;;;2;De Antofagasta;SEREMI De Antofagasta;No Perteneciente;Laboratorio Clínico o Dental;Público No perteneciente al SNSS;No Aplica;Laboratorio Dipreca;02101;Antofagasta;01-01-2009;2
03-273;103273;;;2;De Antofagasta;SEREMI De Antofagasta;No Perteneciente;Laboratorio Clínico o Dental;Privado;No Aplica;Laboratorio Clínico Galeno;02101;Antofagasta;01-01-2009;2
03-274;103274;;;2;De Antofagasta;SEREMI De Antofagasta;No Perteneciente;Laboratorio Clínico o Dental;Privado;No Aplica;Laboratorio Clínico Madison EIRL;02101;Antofagasta;01-01-2009;2
03-275;103275;;;2;De Antofagasta;SEREMI De Antofagasta;No Perteneciente;Laboratorio Clínico o Dental;Privado;No Aplica;Laboratorio Clínico Salumed;02201;Calama;01-01-2009;2
03-276;103276;;;2;De Antofagasta;SEREMI De Antofagasta;No Perteneciente;Laboratorio Clínico o Dental;Privado;No Aplica;Laboratorio Clínico Diagnolab;02201;Calama;01-01-2009;2
03-277;103277;;;2;De Antofagasta;SEREMI De Antofagasta;No Perteneciente;Laboratorio Clínico o Dental;Privado;No Aplica;Laboratorio Clínico Blanco;02201;Calama;01-01-2009;2
03-278;103278;;;2;De Antofagasta;Servicio de Salud Antofagasta;Perteneciente;Laboratorio Clínico o Dental;Municipal;Primario;Laboratorio Clínico COMDES;02201;Calama;01-01-2009;3
03-279;103279;;;2;De Antofagasta;Servicio de Salud Antofagasta;Perteneciente;Laboratorio Clínico o Dental;Municipal;Primario;Laboratorio Sarita Núñez;02101;Antofagasta;01-01-2009;3
03-300;103300;;;2;De Antofagasta;Servicio de Salud Antofagasta;Perteneciente;Consultorio General Urbano;Municipal;Primario;Centro de Salud Familiar Norte de Antofagasta;02101;Antofagasta;01-01-2009;3
03-301;103301;;;2;De Antofagasta;Servicio de Salud Antofagasta;Perteneciente;Consultorio General Urbano;Municipal;Primario;Centro de Salud Familiar Antonio Rendic (Ex Cautín);02101;Antofagasta;01-01-2009;3
03-302;103302;;;2;De Antofagasta;Servicio de Salud Antofagasta;Perteneciente;Consultorio General Urbano;Municipal;Primario;Centro de Salud Familiar Corvallis;02101;Antofagasta;01-01-2009;3
03-303;103303;;;2;De Antofagasta;Servicio de Salud Antofagasta;Perteneciente;Consultorio General Urbano;Municipal;Primario;Centro de Salud Familiar Centro Sur de Antofagasta;02101;Antofagasta;01-01-2009;3
03-304;103304;;;2;De Antofagasta;Servicio de Salud Antofagasta;Perteneciente;Consultorio General Urbano;Municipal;Primario;Centro de Salud Familiar Juan Pablo II de Antofagasta;02101;Antofagasta;01-01-2009;3
03-305;103305;;;2;De Antofagasta;Servicio de Salud Antofagasta;Perteneciente;Consultorio General Urbano;Municipal;Primario;Centro de Salud Familiar Central de Calama;02201;Calama;01-01-2009;3
03-306;103306;;;2;De Antofagasta;Servicio de Salud Antofagasta;Perteneciente;Consultorio General Urbano;Municipal;Primario;Centro de Salud Familiar Montt;02201;Calama;01-01-2009;3
03-307;103307;;;2;De Antofagasta;Servicio de Salud Antofagasta;Perteneciente;Consultorio General Urbano;Municipal;Primario;Centro de Salud Familiar Alemania de Calama;02201;Calama;01-01-2009;3
03-308;103308;;;2;De Antofagasta;Servicio de Salud Antofagasta;Perteneciente;Consultorio General Urbano;Municipal;Primario;Centro de Salud Familiar Central Oriente de Antofagasta;02101;Antofagasta;01-01-2009;3
03-309;103309;;;2;De Antofagasta;Servicio de Salud Antofagasta;Perteneciente;Consultorio General Rural;Municipal;Primario;Centro de Salud Familiar María Elena;02302;Maria Elena;01-01-2009;3
03-311;103311;;;2;De Antofagasta;Servicio de Salud Antofagasta;Perteneciente;Consultorio General Rural;Municipal;Primario;Centro de Salud Familiar San Pedro Atacama;02203;San Pedro de Atacama;01-01-2009;3
03-312;103312;;;2;De Antofagasta;Servicio de Salud Antofagasta;Perteneciente;Consultorio General Urbano;Municipal;Primario;Centro de Salud Familiar Norponiente;02201;Calama;01-01-2009;3
03-400;103400;;;2;De Antofagasta;Servicio de Salud Antofagasta;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Baquedano;02103;Sierra Gorda;01-01-2009;3
03-401;103401;;;2;De Antofagasta;Servicio de Salud Antofagasta;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Sierra Gorda;02103;Sierra Gorda;01-01-2009;3
03-403;103403;;;2;De Antofagasta;Servicio de Salud Antofagasta;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Toconao;02203;San Pedro de Atacama;01-01-2009;3
03-404;103404;;;2;De Antofagasta;Servicio de Salud Antofagasta;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Peine;02203;San Pedro de Atacama;01-01-2009;3
03-405;103405;;;2;De Antofagasta;Servicio de Salud Antofagasta;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Socaire;02203;San Pedro de Atacama;01-01-2009;3
03-406;103406;;;2;De Antofagasta;Servicio de Salud Antofagasta;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Caspana;02201;Calama;01-01-2009;3
03-407;103407;;;2;De Antofagasta;Servicio de Salud Antofagasta;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Ollagüe;02202;Ollagüe;01-01-2009;3
03-409;103409;;;2;De Antofagasta;Servicio de Salud Antofagasta;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Ayquina;02201;Calama;01-01-2009;3
03-410;103410;;;2;De Antofagasta;Servicio de Salud Antofagasta;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Chiu-Chiu;02201;Calama;01-01-2009;3
03-411;103411;;;2;De Antofagasta;Servicio de Salud Antofagasta;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Quillagua (María Elena);02302;Maria Elena;01-01-2009;3
03-413;103413;;;2;De Antofagasta;Servicio de Salud Antofagasta;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Paposo;02104;Taltal;01-01-2009;3
03-414;103414;;;2;De Antofagasta;Servicio de Salud Antofagasta;Perteneciente;Posta de Salud Rural;Municipal;Primario;Estación de Salud Rural Río Grande;02203;San Pedro de Atacama;01-01-2009;3
03-601;103601;03-010;103010;2;De Antofagasta;Servicio de Salud Antofagasta;Perteneciente;;Servicio de Salud;Secundario;COSAM Calama;02201;Calama;01-01-2009;3
03-602;103602;03-010;103010;2;De Antofagasta;Servicio de Salud Antofagasta;Perteneciente;;Servicio de Salud;Secundario;COSAM Sur;02101;Antofagasta;01-01-2009;3
03-603;103603;03-010;103010;2;De Antofagasta;Servicio de Salud Antofagasta;Perteneciente;;Servicio de Salud;Secundario;COSAM Central;02101;Antofagasta;01-01-2009;3
03-704;103704;03-304;103304;2;De Antofagasta;Servicio de Salud Antofagasta;Perteneciente;;Municipal;Primario;Centro Comunitario de Salud Familiar Antofagasta;02101;Antofagasta;01-01-2009;3
03-705;103705;03-305;103305;2;De Antofagasta;Servicio de Salud Antofagasta;Perteneciente;;Municipal;Primario;Centro Comunitario de Salud Familiar Sur;02201;Calama;01-01-2009;3
03-707;103707;03-307;103307;2;De Antofagasta;Servicio de Salud Antofagasta;Perteneciente;;Municipal;Primario;Centro Comunitario de Salud Familiar Alemania;02201;Calama;01-01-2009;3
03-800;103800;03-300;103300;2;De Antofagasta;Servicio de Salud Antofagasta;Perteneciente;;Municipal;Primario;SAPU Norte de Antofagasta;02101;Antofagasta;01-01-2009;3
03-801;103801;03-301;103301;2;De Antofagasta;Servicio de Salud Antofagasta;Perteneciente;;Municipal;Primario;SAPU Antonio Rendic;02101;Antofagasta;01-01-2009;3
03-802;103802;03-302;103302;2;De Antofagasta;Servicio de Salud Antofagasta;Perteneciente;;Municipal;Primario;SAPU Corvallis;02101;Antofagasta;01-01-2009;3
03-804;103804;03-304;103304;2;De Antofagasta;Servicio de Salud Antofagasta;Perteneciente;;Municipal;Primario;SAPU Juan Pablo II de Antofagasta;02101;Antofagasta;01-01-2009;3
03-806;103806;03-306;103306;2;De Antofagasta;Servicio de Salud Antofagasta;Perteneciente;;Municipal;Primario;SAPU Enrique Montt;02201;Calama;01-01-2009;3
03-807;103807;03-307;103307;2;De Antofagasta;Servicio de Salud Antofagasta;Perteneciente;;Municipal;Primario;SAPU Alemania de Calama;02201;Calama;01-01-2009;3
04-010;104010;;;3;De Atacama;Servicio de Salud Atacama;Perteneciente;Dirección Servicio de Salud;Servicio de Salud;No Aplica;Actividades gestionadas por la Dirección del Servicio para apoyo de la Red (S.S de Atacama);03101;Copiapó;01-01-2009;4
04-011;104011;04-010;104010;3;De Atacama;Servicio de Salud Atacama;Perteneciente;;Servicio de Salud;No Aplica;PRAIS (S.S Atacama);03101;Copiapó;01-01-2009;4
04-012;104012;04-010;104010;3;De Atacama;Servicio de Salud Atacama;Perteneciente;Clínica Dental Móvil;Servicio de Salud;Primario;Clínica Dental Móvil Simple. Pat. PW4068 (Copiapo);03101;Copiapó;01-01-2009;4
04-100;104100;;;3;De Atacama;Servicio de Salud Atacama;Perteneciente;Establecimiento Alta Complejidad;Servicio de Salud;Terciario;Hospital San José del Carmen (Copiapó);03101;Copiapó;01-01-2009;4
04-101;104101;;;3;De Atacama;Servicio de Salud Atacama;Perteneciente;Establecimiento Baja Complejidad;Servicio de Salud;Terciario;Hospital Dr. Jerónimo Méndez Arancibia (Chañaral);03201;Chañaral;01-01-2009;4
04-102;104102;;;3;De Atacama;Servicio de Salud Atacama;Perteneciente;Establecimiento Baja Complejidad;Servicio de Salud;Terciario;Hospital Dr. Florencio Vargas (Diego de Almagro);03202;Diego de Almagro;01-01-2009;4
04-103;104103;;;3;De Atacama;Servicio de Salud Atacama;Perteneciente;Establecimiento Mediana Complejidad;Servicio de Salud;Terciario;Hospital Provincial del Huasco Monseñor Fernando Ariztía Ruiz (Vallenar);03301;Vallenar;01-01-2009;4
04-104;104104;;;3;De Atacama;Servicio de Salud Atacama;Perteneciente;Establecimiento Baja Complejidad;Servicio de Salud;Terciario;Hospital Dr. Manuel Magalhaes Medling (Huasco);03304;Huasco;01-01-2009;4
04-200;104200;;;3;De Atacama;SEREMI De Atacama;No Perteneciente;Clínica;Privado;No Aplica;Clínica San Lorenzo;03202;Diego de Almagro;01-01-2009;3
04-202;104202;;;3;De Atacama;SEREMI De Atacama;No Perteneciente;Centro de Salud;Privado;No Aplica;Centro de Salud del Trabajador AChS Copiapó;03101;Copiapó;01-01-2009;3
04-203;104203;;;3;De Atacama;SEREMI De Atacama;No Perteneciente;Centro de Salud;Privado;No Aplica;Centro de Salud Mutual CChC Copiapó;03101;Copiapó;01-01-2009;3
04-214;104214;;;3;De Atacama;SEREMI De Atacama;No Perteneciente;Clínica;Privado;No Aplica;Clínica del Trabajador AChS Vallenar;03301;Vallenar;01-01-2009;3
04-215;104215;;;3;De Atacama;SEREMI De Atacama;No Perteneciente;Centro de Salud;Otra Institución;No Aplica;Centro de Salud Universidad de Atacama;03101;Copiapó;01-01-2009;3
04-216;104216;;;3;De Atacama;SEREMI De Atacama;No Perteneciente;Centro de Salud;Privado;No Aplica;Centro de Salud Compañía Aceros del Pacífico;03301;Vallenar;01-01-2009;3
04-217;104217;;;3;De Atacama;SEREMI De Atacama;No Perteneciente;Laboratorio Clínico o Dental;Privado;No Aplica;Laboratorio Bio-Test;03301;Vallenar;01-01-2009;3
04-218;104218;;;3;De Atacama;SEREMI De Atacama;No Perteneciente;Laboratorio Clínico o Dental;Privado;No Aplica;Laboratorio Atacama;03101;Copiapó;01-01-2009;3
04-238;104238;;;3;De Atacama;SEREMI De Atacama;No Perteneciente;Clínica;Privado;No Aplica;Clínica Indire;03101;Copiapó;01-01-2009;3
04-239;104239;;;3;De Atacama;SEREMI De Atacama;No Perteneciente;Centro de Salud;Privado;No Aplica;Centro de Salud CEDIMED;03101;Copiapó;01-01-2009;3
04-241;104241;;;3;De Atacama;SEREMI De Atacama;No Perteneciente;Laboratorio Clínico o Dental;Privado;No Aplica;Laboratorio Clínico Guillermo Guaita;03101;Copiapó;01-01-2009;3
04-242;104242;;;3;De Atacama;SEREMI De Atacama;No Perteneciente;Laboratorio Clínico o Dental;Privado;No Aplica;Laboratorio Clínico Huasco-Vallenar;03301;Vallenar;01-01-2009;3
04-243;104243;;;3;De Atacama;SEREMI De Atacama;No Perteneciente;Laboratorio Clínico o Dental;Privado;No Aplica;Laboratorio Clínico SIAC Copiapó;03101;Copiapó;01-01-2009;3
04-244;104244;;;3;De Atacama;SEREMI De Atacama;No Perteneciente;Laboratorio Clínico o Dental;Privado;No Aplica;Laboratorio Clínico Vallenar;03301;Vallenar;01-01-2009;3
04-245;104245;;;3;De Atacama;SEREMI De Atacama;No Perteneciente;Laboratorio Clínico o Dental;Privado;No Aplica;Laboratorio Clínico Bionet S.A. - Copiapó;03101;Copiapó;01-01-2009;3
04-247;104247;;;3;De Atacama;SEREMI De Atacama;No Perteneciente;Laboratorio Clínico o Dental;Privado;No Aplica;Laboratorio Clínico Examed;03101;Copiapó;01-01-2009;3
04-249;104249;;;3;De Atacama;SEREMI De Atacama;No Perteneciente;Clínica;Privado;No Aplica;Clínica Atacama S.A.;03101;Copiapó;01-01-2009;3
04-251;104251;;;3;De Atacama;SEREMI De Atacama;No Perteneciente;Centro de Salud;Privado;No Aplica;Centro Médico y Diagnóstico Atacama SpA;03101;Copiapó;01-01-2009;3
04-252;104252;;;3;De Atacama;SEREMI De Atacama;No Perteneciente;Clínica;Privado;No Aplica;Clínica Dial Vida;03101;Copiapó;01-01-2009;3
04-253;104253;;;3;De Atacama;SEREMI De Atacama;No Perteneciente;Centro de Diálisis;Privado;No Aplica;Centro de Diálisis Nefrodial Atacama;03101;Copiapó;01-01-2009;3
04-255;104255;;;3;De Atacama;SEREMI De Atacama;No Perteneciente;Centro de Diálisis;Privado;No Aplica;Centro de Diálisis Vallenar;03301;Vallenar;01-01-2009;3
04-256;104256;;;3;De Atacama;SEREMI De Atacama;No Perteneciente;Centro de Diálisis;Privado;No Aplica;Centro de Diálisis Renacer del Valle;03301;Vallenar;01-01-2009;3
04-300;104300;;;3;De Atacama;Servicio de Salud Atacama;Perteneciente;Consultorio General Urbano;Municipal;Primario;Centro de Salud Familiar Santa Elvira;03101;Copiapó;01-01-2009;4
04-301;104301;;;3;De Atacama;Servicio de Salud Atacama;Perteneciente;Consultorio General Urbano;Municipal;Primario;Centro de Salud Familiar Rosario Corvalán;03102;Caldera;01-01-2009;4
04-302;104302;;;3;De Atacama;Servicio de Salud Atacama;Perteneciente;Consultorio General Urbano;Municipal;Primario;Centro de Salud Familiar Juan Martínez;03101;Copiapó;01-01-2009;4
04-303;104303;;;3;De Atacama;Servicio de Salud Atacama;Perteneciente;Consultorio General Urbano;Municipal;Primario;Centro de Salud Familiar Pedro León Gallo;03101;Copiapó;01-01-2009;4
